CD_UF,NM_UF,SG_UF,CD_MUNIC,NM_MUNIC,IDCQ0001,OCORRENCIA,CD_LQ,PREFIXO,NM_CQ,CD_AGLOM,NM_AGLOM,CD_TQ,NM_TQ,P_FCP,Lat_d,Long_d,
31,MINAS GERAIS,MG,3123106,Dores de Guanhães,980,1,3123106009801,COMUNIDADE QUILOMBOLA,BOCAINA,5,COMUNIDADE QUILOMBOLA BOCAINA,,,01420.008550/2017-45,-19.0986,-42.9151,
31,MINAS GERAIS,MG,3135209,Januária,1002,1,3135209010021,COMUNIDADE QUILOMBOLA,BOM JANTAR,,,,,01420.100112/2019-08,-15.5605,-44.4822,
31,MINAS GERAIS,MG,3117836,Cônego Marinho,1007,1,3117836010071,COMUNIDADE QUILOMBOLA,BOM JARDIM,,,,,,-15.4526,-44.3713,
31,MINAS GERAIS,MG,3156809,Sabinópolis,1008,1,3156809010081,COMUNIDADE QUILOMBOLA,BOM JARDIM,,,,,,-18.5639,-43.0401,
31,MINAS GERAIS,MG,3172004,Visconde do Rio Branco,1016,1,3172004010161,COMUNIDADE QUILOMBOLA,BOM JARDIM,8,COMUNIDADE QUILOMBOLA BOM JARDIM,,,01420.002379/2008-70,-20.9959,-42.7648,
31,MINAS GERAIS,MG,3135209,Januária,1018,1,3135209010181,COMUNIDADE QUILOMBOLA,BOM JARDIM,,,,,01420.100034/2021-58,-15.4567,-44.3570,
31,MINAS GERAIS,MG,3161106,São Francisco,1019,1,3161106010191,COMUNIDADE QUILOMBOLA,BOM JARDIM DA PRATA,11,COMUNIDADE QUILOMBOLA BOM JARDIM DA PRATA,,,01420.001000/2005-61,-15.9561,-44.9203,
31,MINAS GERAIS,MG,3161106,São Francisco,1020,1,3161106010201,COMUNIDADE QUILOMBOLA,BOM JARDIM DA PRATA II,34,COMUNIDADE QUILOMBOLA BOM JARDIM DA PRATA II,,,,-15.9612,-44.8954,
31,MINAS GERAIS,MG,3112307,Capelinha,1030,1,3112307010301,COMUNIDADE QUILOMBOLA,BOM JESUS DO GALEGO,16,COMUNIDADE QUILOMBOLA BOM JESUS DO GALEGO,,,01420.013544/2016-29,-17.4846,-42.5710,
31,MINAS GERAIS,MG,3167103,Serro,1068,1,3167103010681,COMUNIDADE QUILOMBOLA,BOQUEIRÃO,18,COMUNIDADE QUILOMBOLA BOQUEIRÃO,,,,-18.4540,-43.5318,
31,MINAS GERAIS,MG,3148608,Peçanha,1077,1,3148608010771,COMUNIDADE QUILOMBOLA,BOQUEIRÃO DAS VIEIRAS,,,,,,-18.5523,-42.5518,
31,MINAS GERAIS,MG,3107307,Bocaiúva,1081,1,3107307010811,COMUNIDADE QUILOMBOLA,BORA,16,COMUNIDADE QUILOMBOLA BORÁ,,,01420.009352/2016-18,-17.0758,-43.9343,
31,MINAS GERAIS,MG,3108602,Brasília de Minas,1082,1,3108602010821,COMUNIDADE QUILOMBOLA,BORA,11,COMUNIDADE QUILOMBOLA BORÁ,,,01420.007844/2014-15,-16.3211,-44.3285,
31,MINAS GERAIS,MG,3161908,São Gonçalo do Rio Abaixo,1087,1,3161908010871,COMUNIDADE QUILOMBOLA,BORGES,,,,,,-19.8956,-43.2953,
31,MINAS GERAIS,MG,3167905,Tabuleiro,1093,1,3167905010931,COMUNIDADE QUILOMBOLA,BOTAFOGO,4,COMUNIDADE QUILOMBOLA BOTAFOGO,,,01420.001233/2009-98,-21.3948,-43.2853,
31,MINAS GERAIS,MG,3140605,Materlândia,1094,1,3140605010941,COMUNIDADE QUILOMBOLA,BOTELHO,17,COMUNIDADE QUILOMBOLA BOTELHO,,,01420.006583/2012-46,-18.5101,-43.0764,
31,MINAS GERAIS,MG,3157104,Salto da Divisa,1102,1,3157104011021,COMUNIDADE QUILOMBOLA,BRAÇO FORTE,,,,,01420.008841/2017-33,-16.0846,-40.0481,
31,MINAS GERAIS,MG,3121605,Diamantina,1111,1,3121605011111,COMUNIDADE QUILOMBOLA,BRAUNAS,,,,,01420.101607/2019-46,-18.2442,-43.5980,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,1112,1,3171600011121,COMUNIDADE QUILOMBOLA,BRAVO,,,,,01420.101479/2022-36,-16.7547,-42.4532,
31,MINAS GERAIS,MG,3139300,Manga,1132,1,3139300011321,COMUNIDADE QUILOMBOLA,BREJO,,,,,,-14.7640,-43.9382,
31,MINAS GERAIS,MG,3161106,São Francisco,1133,1,3161106011331,COMUNIDADE QUILOMBOLA,BREJO,,,,,,-15.9774,-44.7177,
31,MINAS GERAIS,MG,3153202,Presidente Juscelino,1134,1,3153202011341,COMUNIDADE QUILOMBOLA,BREJO,2,BREJO,,,,-18.5984,-44.1746,
31,MINAS GERAIS,MG,3106507,Berilo,1136,1,3106507011361,COMUNIDADE QUILOMBOLA,BREJO,15,COMUNIDADE QUILOMBOLA BREJO,,,01420.015525/2015-56,-16.9315,-42.5357,
31,MINAS GERAIS,MG,3106507,Berilo,1136,2,3106507011362,COMUNIDADE QUILOMBOLA,BREJO,,,,,01420.015525/2015-56,-16.9513,-42.4569,
31,MINAS GERAIS,MG,3135209,Januária,1137,1,3135209011371,COMUNIDADE QUILOMBOLA,BREJO AMPARO,46,COMUNIDADE QUILOMBOLA BREJO DO AMPARO,,,01420.100966/2020-10,-15.4452,-44.3991,
31,MINAS GERAIS,MG,3161106,São Francisco,1138,1,3161106011381,COMUNIDADE QUILOMBOLA,BREJO DA FELICIDADE.,28,COMUNIDADE QUILOMBOLA DO BREJO DA FELICIDADE.,,,,-15.8405,-44.9461,
31,MINAS GERAIS,MG,3139300,Manga,1140,2,3139300011402,COMUNIDADE QUILOMBOLA,BREJO DE SÃO CAETANO,,,,,,-14.6482,-44.0368,
31,MINAS GERAIS,MG,3139300,Manga,1140,1,3139300011401,COMUNIDADE QUILOMBOLA,BREJO DE SÃO CAETANO,,,,,01420.002069/2005-11,-14.6463,-44.0452,
31,MINAS GERAIS,MG,3139300,Manga,1140,3,3139300011403,COMUNIDADE QUILOMBOLA,BREJO DE SÃO CAETANO,,,,,01420.002069/2005-11,-14.7536,-43.9445,
31,MINAS GERAIS,MG,3117836,Cônego Marinho,1142,1,3117836011421,COMUNIDADE QUILOMBOLA,BREJO DO AMPARO,,,,,,-15.4344,-44.3878,
31,MINAS GERAIS,MG,3171030,Verdelândia,1145,1,3171030011451,COMUNIDADE QUILOMBOLA,BREJO DOS CRIOULOS,,,229,BREJO DOS CRIOULOS,01420.000308/1999-90,-15.7175,-43.7855,
31,MINAS GERAIS,MG,3130655,Indaiabira,1147,1,3130655011471,COMUNIDADE QUILOMBOLA,BREJO GRANDE,5,COMUNIDADE QUILOMBOLA BREJO GRANDE,,,01420.000078/2006-40,-15.5882,-42.0736,
31,MINAS GERAIS,MG,3166956,Serranópolis de Minas,1155,1,3166956011551,COMUNIDADE QUILOMBOLA,BRUTIA,7,COMUNIDADE QUILOMBOLA BRUTIÁ,,,01420.001245/2008-31,-15.8477,-42.8837,
31,MINAS GERAIS,MG,3166956,Serranópolis de Minas,1155,2,3166956011552,COMUNIDADE QUILOMBOLA,BRUTIA,,,,,01420.001245/2008-31,-15.8141,-42.8719,
31,MINAS GERAIS,MG,3140605,Materlândia,1164,1,3140605011641,COMUNIDADE QUILOMBOLA,BUFAO,3,COMUNIDADE QUILOMBOLA BUFÃO,,,01420.015689/2011-50,-18.3830,-42.9446,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,1165,1,3171600011651,COMUNIDADE QUILOMBOLA,BUGRE,,,,,01420.001744/2008-29,-16.7847,-42.1709,
31,MINAS GERAIS,MG,3171303,Viçosa,1166,1,3171303011661,COMUNIDADE QUILOMBOLA,BUIEIE,1,COMUNIDADE QUILOMBOLA BUIEIÉ,,,01420.000385/2004-69,-20.7146,-42.8321,
31,MINAS GERAIS,MG,3141801,Minas Novas,1172,1,3141801011721,COMUNIDADE QUILOMBOLA,BURACAO,,,,,,-17.3914,-42.2932,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,1173,1,3116100011731,COMUNIDADE QUILOMBOLA,BURACAO,,,,,01420.000498/2009-79, 01420.101492/2022-95,-17.1947,-42.3428892369
31,MINAS GERAIS,MG,3117504,Conceição do Mato Dentro,1176,1,3117504011761,COMUNIDADE QUILOMBOLA,BURACO,7,COMUNIDADE QUILOMBOLA TRÊS BARRAS,,,01420.004988/2011-69,-19.0959,-43.4972,
31,MINAS GERAIS,MG,3116159,Chapada Gaúcha,1177,1,3116159011771,COMUNIDADE QUILOMBOLA,BURACO,,,,,01420.001094/2007-31,-15.2998,-45.6264,
31,MINAS GERAIS,MG,3155207,Rio Espera,1181,1,3155207011811,COMUNIDADE QUILOMBOLA,BURACO DO PAIOL,1,COMUNIDADE QUILOMBOLA BURACO DO PAIOL,,,01420.001889/2008-20,-20.8408,-43.4151,
31,MINAS GERAIS,MG,3116159,Chapada Gaúcha,1186,1,3116159011861,COMUNIDADE QUILOMBOLA,BURAQUINHOS,,,,,01420.000631/2008-14,-15.3451,-45.4778,
31,MINAS GERAIS,MG,3138682,Luislândia,1195,1,3138682011951,COMUNIDADE QUILOMBOLA,BURITI DO MEIO,,,,,,-16.1169,-44.5849,
31,MINAS GERAIS,MG,3161106,São Francisco,1196,1,3161106011961,COMUNIDADE QUILOMBOLA,BURITI DO MEIO,18,COMUNIDADE QUILOMBOLA BURITI DO MEIO,,,,-16.0576,-44.5687,
31,MINAS GERAIS,MG,3161106,São Francisco,1196,2,3161106011962,COMUNIDADE QUILOMBOLA,BURITI DO MEIO,,,,,01420.000382/2004-25,-15.9418,-44.8453,
31,MINAS GERAIS,MG,3164209,São Romão,1203,1,3164209012031,COMUNIDADE QUILOMBOLA,BURITIZINHO,10,COMUNIDADE QUILOMBOLA BURITIZINHO,,,01420.100775/2017-52,-16.4803,-45.1250,
31,MINAS GERAIS,MG,3135209,Januária,1204,1,3135209012041,COMUNIDADE QUILOMBOLA,BURITIZINHO,25,COMUNIDADE QUILOMBOLA BURITIZINHO,,,01420.004759/2012-25,-14.9795,-44.4088,
31,MINAS GERAIS,MG,3135209,Januária,1204,2,3135209012042,COMUNIDADE QUILOMBOLA,BURITIZINHO,,,,,01420.004759/2012-25,-14.9814,-44.4168,
31,MINAS GERAIS,MG,3135209,Januária,1207,1,3135209012071,COMUNIDADE QUILOMBOLA,CAATINGA,,,,,,-15.6744,-44.5723,
31,MINAS GERAIS,MG,3132107,Itacarambi,1213,1,3132107012131,COMUNIDADE QUILOMBOLA,CABACEIRA,,,,,,-15.1040,-44.0983,
31,MINAS GERAIS,MG,3132107,Itacarambi,1215,1,3132107012151,COMUNIDADE QUILOMBOLA,CABACEIRAS,,,,,01420.101582/2021-03,-15.1052,-44.1025,
31,MINAS GERAIS,MG,3152501,Pouso Alegre,1220,1,3152501012201,COMUNIDADE QUILOMBOLA,CABANO,,,,,,-22.3369,-45.9493,
31,MINAS GERAIS,MG,3135209,Januária,1221,2,3135209012212,COMUNIDADE QUILOMBOLA,CABANO,,,,,01420.004761/2012-02,-15.1210,-44.3930,
31,MINAS GERAIS,MG,3135209,Januária,1221,1,3135209012211,COMUNIDADE QUILOMBOLA,CABANO,26,COMUNIDADE QUILOMBOLA CABANO,,,01420.004761/2012-02,-15.1165,-44.3905,
31,MINAS GERAIS,MG,3162807,São João Evangelista,1228,1,3162807012281,COMUNIDADE QUILOMBOLA,CABECEIRA BOM JESUS,12,CÓRREGO QUILOMBO,,,,-18.5615,-42.8510,
31,MINAS GERAIS,MG,3108255,Bonito de Minas,1229,1,3108255012291,COMUNIDADE QUILOMBOLA,CABECEIRA DE RANCHARIA,,,,,01420.103575/2018-32,-15.2834,-44.6623,
31,MINAS GERAIS,MG,3102852,Angelândia,1231,1,3102852012311,COMUNIDADE QUILOMBOLA,CABECEIRA DO CAPÃO,,,,,,-17.6646,-42.2874,
31,MINAS GERAIS,MG,3112307,Capelinha,1234,1,3112307012341,COMUNIDADE QUILOMBOLA,CABECEIRA DO RIBEIRÃO DA FOLHA,,,,,,-17.6925,-42.5102,
31,MINAS GERAIS,MG,3141801,Minas Novas,1235,1,3141801012351,COMUNIDADE QUILOMBOLA,CABECEIRA DO RIBEIRÃO DA FOLHA,10,CABECEIRA DO RIBEIRÃO,,,01420.103093/2018-82,-17.5137,-42.2946,
31,MINAS GERAIS,MG,3108255,Bonito de Minas,1236,1,3108255012361,COMUNIDADE QUILOMBOLA,CABECEIRA DO SALTO,3,COMUNIDADE QUILOMBOLA CABECEIRA DO SALTO,,,01420.015807/2013-91,-15.1512,-44.6878,
31,MINAS GERAIS,MG,3141801,Minas Novas,1239,1,3141801012391,COMUNIDADE QUILOMBOLA,CABECEIRAS,,,,,,-17.5121,-42.2942,
31,MINAS GERAIS,MG,3171006,Vazante,1242,1,3171006012421,COMUNIDADE QUILOMBOLA,CABELUDO,4,COMUNIDADE QUILOMBOLA CABELUDO,,,01420.000654/2004-97,-17.7162,-46.7613,
31,MINAS GERAIS,MG,3165552,Setubinha,1269,1,3165552012691,COMUNIDADE QUILOMBOLA,CACHOEIRA,,,,,,-17.6150,-42.2272,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,1270,1,3135456012701,COMUNIDADE QUILOMBOLA,CACHOEIRA,,,,,,-17.1658,-42.1856,
31,MINAS GERAIS,MG,3141801,Minas Novas,1271,1,3141801012711,COMUNIDADE QUILOMBOLA,CACHOEIRA,,,,,,-17.4605,-42.2632,
31,MINAS GERAIS,MG,3150604,Piracema,1284,1,3150604012841,COMUNIDADE QUILOMBOLA,CACHOEIRA DOS FORROS,,,,,,-20.5068,-44.4796,
31,MINAS GERAIS,MG,3147709,Passa Tempo,1285,1,3147709012851,COMUNIDADE QUILOMBOLA,CACHOEIRA DOS FORROS,1,COMUNIDADE QUILOMBOLA CACHOEIRA DOS FORROS,,,01420.003102/2008-64,-20.5331,-44.5225,
31,MINAS GERAIS,MG,3156809,Sabinópolis,1290,1,3156809012901,COMUNIDADE QUILOMBOLA,CACHOEIRA SIMOES,,,,,,-18.7138,-43.0929,
31,MINAS GERAIS,MG,3118304,Conselheiro Lafaiete,1320,1,3118304013201,COMUNIDADE QUILOMBOLA,CAETÉ,13,CAETÉ,,,,-20.6244,-43.8924,
31,MINAS GERAIS,MG,3135100,Janaúba,1321,1,3135100013211,COMUNIDADE QUILOMBOLA,CAETETUS,,,,,01420.011687/2014-34,-15.7779,-43.3245,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,1329,1,3171600013291,COMUNIDADE QUILOMBOLA,CAFUNDÓ,,,,,01420.100158/2019-19,-16.7711,-42.3829,
31,MINAS GERAIS,MG,3106507,Berilo,1349,1,3106507013491,COMUNIDADE QUILOMBOLA,CAITITU DE BAIXO,,,,,,-16.9505,-42.4581,
31,MINAS GERAIS,MG,3106507,Berilo,1350,1,3106507013501,COMUNIDADE QUILOMBOLA,CAITITU DO MEIO,16,COMUNIDADE QUILOMBOLA CAITITU DO MEIO,,,01420.001721/2006-52,-16.9753,-42.4225,
31,MINAS GERAIS,MG,3106507,Berilo,1350,2,3106507013502,COMUNIDADE QUILOMBOLA,CAITITU DO MEIO,,,,,01420.001721/2006-52,-16.9569,-42.4611,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,1358,1,3116100013581,COMUNIDADE QUILOMBOLA,CAJAMUNUM,,,,,,-17.0285,-42.4763,
31,MINAS GERAIS,MG,3135209,Januária,1416,1,3135209014161,COMUNIDADE QUILOMBOLA,CALUZEIROS,27,COMUNIDADE QUILOMBOLA CALUZEIROS,,,01420.004782/2012-10,-15.3349,-44.2498,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,1456,1,3171600014561,COMUNIDADE QUILOMBOLA,CAMPINHO,,,,,,-16.7989,-42.3383,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,1456,2,3171600014562,COMUNIDADE QUILOMBOLA,CAMPINHO,,,,,01420.011982/2015-71,-16.8003,-42.3352,
31,MINAS GERAIS,MG,3118007,Congonhas,1460,1,3118007014601,COMUNIDADE QUILOMBOLA,CAMPINHO,6,COMUNIDADE QUILOMBOLA DE CAMPINHO,,,01420.101522/2019-68,-20.4844,-43.8617,
31,MINAS GERAIS,MG,3135704,Jequitibá,1470,1,3135704014701,COMUNIDADE QUILOMBOLA,CAMPO ALEGRE,11,COMUNIDADE QUILOMBOLA CAMPO ALEGRE,,,01420.007610/2016-21,-19.3150,-44.0349,
31,MINAS GERAIS,MG,3111309,Campo do Meio,1481,1,3111309014811,COMUNIDADE QUILOMBOLA,CAMPO GRANDE,,,,,,-21.1216,-45.9274,
31,MINAS GERAIS,MG,3166956,Serranópolis de Minas,1504,1,3166956015041,COMUNIDADE QUILOMBOLA,CAMPOS,8,COMUNIDADE QUILOMBOLA CAMPOS,,,01420.001246/2008-86,-15.8906,-42.8479,
31,MINAS GERAIS,MG,3160207,Santo Antônio do Itambé,1530,1,3160207015301,COMUNIDADE QUILOMBOLA,CANAVIAL,,,,,,-18.5203,-43.3656,
31,MINAS GERAIS,MG,3135209,Januária,1533,1,3135209015331,COMUNIDADE QUILOMBOLA,CANDEAL,,,,,,-15.4721,-44.3678,
31,MINAS GERAIS,MG,3117836,Cônego Marinho,1535,1,3117836015351,COMUNIDADE QUILOMBOLA,CANDEAL,,,,,01420.101877/2022-52,-15.2178,-44.4399,
31,MINAS GERAIS,MG,3117836,Cônego Marinho,1535,2,3117836015352,COMUNIDADE QUILOMBOLA,CANDEAL,,,,,01420.101877/2022-52,-15.2158,-44.4483,
31,MINAS GERAIS,MG,3135209,Januária,1537,1,3135209015371,COMUNIDADE QUILOMBOLA,CANDEALZINHO,,,,,,-15.2339,-44.4581,
31,MINAS GERAIS,MG,3117504,Conceição do Mato Dentro,1538,1,3117504015381,COMUNIDADE QUILOMBOLA,CANDEIAS,5,COMUNIDADE QUILOMBOLA CANDEIAS,,,01420.103107/2018-68, -14.20103095/201871,-18.9801,-43.593543611
31,MINAS GERAIS,MG,3105608,Barbacena,1539,2,3105608015392,COMUNIDADE QUILOMBOLA,CANDENDÊS,15,COMUNIDADE QUILOMBOLA CANDENDÊS,,,,-21.3562,-43.9357,
31,MINAS GERAIS,MG,3105608,Barbacena,1539,3,3105608015393,COMUNIDADE QUILOMBOLA,CANDENDÊS,,,,,01420.005104/2012-74,-21.3427,-43.9431,
31,MINAS GERAIS,MG,3105608,Barbacena,1539,1,3105608015391,COMUNIDADE QUILOMBOLA,CANDENDÊS,15,COMUNIDADE QUILOMBOLA CANDENDÊS,,,01420.005104/2012-74,-21.3529,-43.9392,
31,MINAS GERAIS,MG,3112307,Capelinha,1551,1,3112307015511,COMUNIDADE QUILOMBOLA,CANOAS,,,,,,-17.6243,-42.2939,
31,MINAS GERAIS,MG,3135050,Jaíba,1571,1,3135050015711,COMUNIDADE QUILOMBOLA,CANUDOS,22,COMUNIDADE QUILOMBOLA CANUDOS,201,GURUTUBA,,-15.0620,-43.3501,
31,MINAS GERAIS,MG,3127339,Gameleiras,1572,1,3127339015721,COMUNIDADE QUILOMBOLA,CANUDOS,,,,,,-15.0423,-43.1528,
31,MINAS GERAIS,MG,3102852,Angelândia,1575,1,3102852015751,COMUNIDADE QUILOMBOLA,CAPÃO,10,COMUNIDADE QUILOMBOLA CÓRREGO CAPÃO,,,,-17.6727,-42.3171,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,1576,1,3135456015761,COMUNIDADE QUILOMBOLA,CAPÃO,,,,,,-17.1894,-42.1823,
31,MINAS GERAIS,MG,3106507,Berilo,1577,1,3106507015771,COMUNIDADE QUILOMBOLA,CAPÃO,,,,,,-16.8381,-42.5033,
31,MINAS GERAIS,MG,3153202,Presidente Juscelino,1579,1,3153202015791,COMUNIDADE QUILOMBOLA,CAPÃO,3,CAPÃO,,,01420.101921/2018-48,-18.5233,-44.1728,
31,MINAS GERAIS,MG,3161106,São Francisco,1581,1,3161106015811,COMUNIDADE QUILOMBOLA,CAPÃO DA PRATA,32,COMUNIDADE QUILOMBOLA CAPÃO DA PRATA,,,,-15.9567,-44.9579,
31,MINAS GERAIS,MG,3134608,Jaboticatubas,1586,1,3134608015861,COMUNIDADE QUILOMBOLA,CAPÃO DO BERTO,,,,,,-19.2905,-43.6827,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,1597,1,3171600015971,COMUNIDADE QUILOMBOLA,CAPIM PUBA,,,,,01420.011986/2015-50,-16.8004,-42.3387,
31,MINAS GERAIS,MG,3141801,Minas Novas,1601,1,3141801016011,COMUNIDADE QUILOMBOLA,CAPIVARI,,,,,,-17.2175,-42.5891,
31,MINAS GERAIS,MG,3121605,Diamantina,1602,1,3121605016021,COMUNIDADE QUILOMBOLA,CAPIVARI,,,,,,-18.2391,-43.6073,
31,MINAS GERAIS,MG,3167103,Serro,1605,1,3167103016051,COMUNIDADE QUILOMBOLA,CAPIVARI,,,,,01420.103574/2018-98,-18.4370,-43.4174,
31,MINAS GERAIS,MG,3132503,Itamarandiba,1613,2,3132503016132,COMUNIDADE QUILOMBOLA,CAPOEIRA GRANDE,11,COMUNIDADE QUILOMBOLA CAPOEIRA GRANDE,,,01420.004640/2011-71,-17.9407,-42.9994,
31,MINAS GERAIS,MG,3132503,Itamarandiba,1613,1,3132503016131,COMUNIDADE QUILOMBOLA,CAPOEIRA GRANDE,11,COMUNIDADE QUILOMBOLA CAPOEIRA GRANDE,,,01420.004640/2011-71,-17.9445,-43.0044,
31,MINAS GERAIS,MG,3131703,Itabira,1615,1,3131703016151,COMUNIDADE QUILOMBOLA,CAPOEIRAO,,,,,01420.100569/2019-12,-19.7277,-43.2659,
31,MINAS GERAIS,MG,3141801,Minas Novas,1619,1,3141801016191,COMUNIDADE QUILOMBOLA,CAPOEIRINHA,21,COMUNIDADE QUILOMBOLA CAPOEIRINHA,,,01420.001215/2008-25,-17.2334,-42.4385,
31,MINAS GERAIS,MG,3141801,Minas Novas,1620,1,3141801016201,COMUNIDADE QUILOMBOLA,CAPOEIRINHA 2,31,COMUNIDADE QUILOMBOLA CAPOEIRINHA 2,,,01420.001215/2008-25,-17.2235,-42.4480,
31,MINAS GERAIS,MG,3149150,Pedras de Maria da Cruz,1630,1,3149150016301,COMUNIDADE QUILOMBOLA,CARAÍBAS,2,COMUNIDADE QUILOMBOLA CARAÍBAS,,,,-15.6586,-44.5000,
31,MINAS GERAIS,MG,3149150,Pedras de Maria da Cruz,1630,2,3149150016302,COMUNIDADE QUILOMBOLA,CARAÍBAS,,,,,01420.012496/2013-17,-15.6813,-44.5220,
31,MINAS GERAIS,MG,3161106,São Francisco,1638,1,3161106016381,COMUNIDADE QUILOMBOLA,CARAÍBAS II,22,COMUNIDADE QUILOMBOLA CARAÍBAS II,,,01420.100259/2017-28,-15.6386,-45.0237,
31,MINAS GERAIS,MG,3118106,Congonhas do Norte,1648,1,3118106016481,COMUNIDADE QUILOMBOLA,CARAPINAS,,,,,,-18.8935,-43.6883,
31,MINAS GERAIS,MG,3165008,São Tiago,1651,1,3165008016511,COMUNIDADE QUILOMBOLA,CARAPUCA,1,COMUNIDADE QUILOMBOLA CARAPUCA,,,,-20.9059,-44.6594,
31,MINAS GERAIS,MG,3106507,Berilo,1662,1,3106507016621,COMUNIDADE QUILOMBOLA,CARDOSO,,,,,,-16.8025,-42.4748,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,1665,1,3171600016651,COMUNIDADE QUILOMBOLA,CARDOSOS,7,COMUNIDADE QUILOMBOLA CARDOSOS,,,,-16.8262,-42.3368,
31,MINAS GERAIS,MG,3104700,Ataléia,1686,1,3104700016861,COMUNIDADE QUILOMBOLA,CARNEIROS,5,COMUNIDADE QUILOMBOLA CÓRREGO CARNEIRO,,,,-18.0233,-41.2460,
31,MINAS GERAIS,MG,3107406,Bom Despacho,1694,1,3107406016941,COMUNIDADE QUILOMBOLA,CARRAPATOS DA TABATINGA,7,COMUNIDADE QUILOMBOLA CARRAPATOS DA TABATINGA,,,01420.002256/2008-39,-19.7406,-45.2433,
31,MINAS GERAIS,MG,3141603,Mercês,1709,1,3141603017091,COMUNIDADE QUILOMBOLA,CARREIROS,5,COMUNIDADE QUILOMBOLA CARREIROS,,,01420.007417/2014-29,-21.2800,-43.3401,
31,MINAS GERAIS,MG,3117836,Cônego Marinho,1714,1,3117836017141,COMUNIDADE QUILOMBOLA,CARRO QUEBRADO,,,,,01420.100685/2023-18,-15.2966,-44.4143,
31,MINAS GERAIS,MG,3135209,Januária,1726,1,3135209017261,COMUNIDADE QUILOMBOLA,CASA ARMADA,,,,,01420.101949/2019-66,-15.5926,-44.7211,
31,MINAS GERAIS,MG,3109006,Brumadinho,1742,1,3109006017421,COMUNIDADE QUILOMBOLA,CASINHAS,,,,,,-20.3108,-44.0775,
31,MINAS GERAIS,MG,3140001,Mariana,1763,1,3140001017631,COMUNIDADE QUILOMBOLA,CASTRO VILA SANTA EFIGÊNIA,18,CASTRO,,,,-20.3549,-43.2503,
31,MINAS GERAIS,MG,3150802,Piranga,1766,1,3150802017661,COMUNIDADE QUILOMBOLA,CATANHO,,,,,,-20.7461,-43.3106,
31,MINAS GERAIS,MG,3126505,Francisco Badaró,1768,1,3126505017681,COMUNIDADE QUILOMBOLA,CATITU,,,,,,-16.9932,-42.3617,
31,MINAS GERAIS,MG,3114204,Carmo do Cajuru,1784,1,3114204017841,COMUNIDADE QUILOMBOLA,CATUMBA,,,,,,-20.0865,-44.7588,
31,MINAS GERAIS,MG,3155702,Rio Piracicaba,1798,1,3155702017981,COMUNIDADE QUILOMBOLA,CAXAMBU,4,COMUNIDADE QUILOMBOLA CAXAMBU,,,01420.010616/2011-71,-20.0037,-43.0939,
31,MINAS GERAIS,MG,3170909,Varzelândia,1799,1,3170909017991,COMUNIDADE QUILOMBOLA,CAXAMBU,14,COMUNIDADE QUILOMBOLA CAXAMBU I,229,BREJO DOS CRIOULOS,01420.000308/1999-90,-15.7823,-43.8369,
31,MINAS GERAIS,MG,3162401,São João da Ponte,1800,1,3162401018001,COMUNIDADE QUILOMBOLA,CAXAMBU II,,,229,BREJO DOS CRIOULOS,01420.000308/1999-90,-15.7920,-43.8155,
31,MINAS GERAIS,MG,3152105,Ponte Nova,1802,1,3152105018021,COMUNIDADE QUILOMBOLA,CAZUMBA,,,,,,-20.4141,-42.8907,
31,MINAS GERAIS,MG,3115474,Catuti,1822,1,3115474018221,COMUNIDADE QUILOMBOLA,CENTO E ONZE,11,CENTO E ONZE,,,,-15.3666,-43.1150,
31,MINAS GERAIS,MG,3147006,Paracatu,1859,1,3147006018591,COMUNIDADE QUILOMBOLA,CERCADO,,,,,01420.000946/2004-20,-17.2241,-46.8586,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,1875,1,3171600018751,COMUNIDADE QUILOMBOLA,CHÁCARA,,,,,,-16.7656,-42.3367,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,1876,1,3116100018761,COMUNIDADE QUILOMBOLA,CHÁCARA,,,,,,-17.0962,-42.5425,
31,MINAS GERAIS,MG,3148301,Paula Cândido,1877,1,3148301018771,COMUNIDADE QUILOMBOLA,CHÁCARA,2,CHÁCARA,,,01420.100056/2022-07,-20.8607,-42.9680,
31,MINAS GERAIS,MG,3167103,Serro,1883,1,3167103018831,COMUNIDADE QUILOMBOLA,CHACRINHA,,,,,,-18.4676,-43.4297,
31,MINAS GERAIS,MG,3106408,Belo Vale,1884,1,3106408018841,COMUNIDADE QUILOMBOLA,CHACRINHA DOS PRETOS,2,COMUNIDADE QUILOMBOLA CHACRINHA,,,01420.000089/2007-19,-20.4521,-44.0162,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,1932,1,3135456019321,COMUNIDADE QUILOMBOLA,CIPÓ,,,,,,-17.1313,-42.3344,
